result,table,_start,_stop,_time,_measurement,event_type,kill_chain_stage,layer,mitre_tactic,mitre_technique_id,mitre_technique_name,protocol,purdue_level,service,severity,narrative,source_ip,target_ip,target_service,value,correlation_id,session_id,alert_type,detail,score,delta,live_pressure
_result,18,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:05:47.814418+00:00,security_alerts,kill_chain_completed,Stage 1 - IT Intrusion,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Kill chain execution completed,172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,18,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:06:00.414427+00:00,security_alerts,kill_chain_completed,Stage 1 - IT Intrusion,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Kill chain execution completed,172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,18,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:06:12.606511+00:00,security_alerts,kill_chain_completed,Stage 1 - IT Intrusion,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Kill chain execution completed,172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,18,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:06:24.313327+00:00,security_alerts,kill_chain_completed,Stage 1 - IT Intrusion,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Kill chain execution completed,172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,19,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:03:37.394413+00:00,security_alerts,kill_chain_phase,Stage 1 - IT Intrusion,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Kill Chain Phase: Reconnaissance,172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,19,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:03:56.664657+00:00,security_alerts,kill_chain_phase,Stage 1 - IT Intrusion,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Kill Chain Phase: Discovery,172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,19,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:04:27.116259+00:00,security_alerts,kill_chain_phase,Stage 1 - IT Intrusion,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Kill Chain Phase: Discovery,172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,19,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:05:11.679015+00:00,security_alerts,kill_chain_phase,Stage 1 - IT Intrusion,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Kill Chain Phase: Execution,172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,19,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:05:22.196234+00:00,security_alerts,kill_chain_phase,Stage 1 - IT Intrusion,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Kill Chain Phase: Delivery / Actions on Objectives,172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,19,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:05:57.980618+00:00,security_alerts,kill_chain_phase,Stage 1 - IT Intrusion,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Kill Chain Phase: Lateral Movement & Privilege Escalation,172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,19,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:06:10.570218+00:00,security_alerts,kill_chain_phase,Stage 1 - IT Intrusion,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Kill Chain Phase: Actions on Objectives,172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,19,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:06:22.764386+00:00,security_alerts,kill_chain_phase,Stage 1 - IT Intrusion,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Kill Chain Phase: Actions on Objectives,172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,20,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:03:37.380085+00:00,security_alerts,kill_chain_started,Stage 1 - IT Intrusion,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Kill chain execution started,172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,20,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:03:56.650300+00:00,security_alerts,kill_chain_started,Stage 1 - IT Intrusion,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Kill chain execution started,172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,20,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:04:27.102941+00:00,security_alerts,kill_chain_started,Stage 1 - IT Intrusion,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Kill chain execution started,172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,20,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:05:11.665393+00:00,security_alerts,kill_chain_started,Stage 1 - IT Intrusion,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Kill chain execution started,172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,20,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:05:22.182900+00:00,security_alerts,kill_chain_started,Stage 1 - IT Intrusion,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Kill chain execution started,172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,20,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:05:57.967578+00:00,security_alerts,kill_chain_started,Stage 1 - IT Intrusion,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Kill chain execution started,172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,20,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:06:10.557653+00:00,security_alerts,kill_chain_started,Stage 1 - IT Intrusion,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Kill chain execution started,172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,20,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:06:22.752503+00:00,security_alerts,kill_chain_started,Stage 1 - IT Intrusion,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Kill chain execution started,172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,21,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:03:46.134256+00:00,security_alerts,phase_completed,Stage 1 - IT Intrusion,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Phase 1 completed (phase1_recon),172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,21,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:04:16.951161+00:00,security_alerts,phase_completed,Stage 1 - IT Intrusion,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Phase 2 completed (phase2_info_gathering),172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,22,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:05:01.184704+00:00,security_alerts,phase_completed,Stage 2 - OT Network Access,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Phase 3 completed (phase3_vuln_scan),172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,22,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:05:11.705643+00:00,security_alerts,phase_completed,Stage 2 - OT Network Access,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Phase 4 completed (phase4_exploit),172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,23,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:05:47.475174+00:00,security_alerts,phase_completed,Stage 3 - Discovery & Pivot,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Phase 5 completed (phase5_payload),172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,23,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:06:00.406883+00:00,security_alerts,phase_completed,Stage 3 - Discovery & Pivot,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Phase 6 completed (phase6_lateral_movement),172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,24,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:06:12.600092+00:00,security_alerts,phase_completed,Stage 4 - OT Exploitation,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Phase 7 completed (phase7_privesc),172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,24,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:06:24.305141+00:00,security_alerts,phase_completed,Stage 4 - OT Exploitation,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Phase 8 completed (phase8_replay),172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,25,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:03:37.387865+00:00,security_alerts,phase_started,Stage 1 - IT Intrusion,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Phase 1 started (phase1_recon),172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,25,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:03:56.658293+00:00,security_alerts,phase_started,Stage 1 - IT Intrusion,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Phase 2 started (phase2_info_gathering),172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,26,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:04:27.110036+00:00,security_alerts,phase_started,Stage 2 - OT Network Access,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Phase 3 started (phase3_vuln_scan),172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,26,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:05:11.672994+00:00,security_alerts,phase_started,Stage 2 - OT Network Access,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Phase 4 started (phase4_exploit),172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,27,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:05:22.189600+00:00,security_alerts,phase_started,Stage 3 - Discovery & Pivot,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Phase 5 started (phase5_payload),172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,27,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:05:57.974869+00:00,security_alerts,phase_started,Stage 3 - Discovery & Pivot,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Phase 6 started (phase6_lateral_movement),172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,28,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:06:10.564045+00:00,security_alerts,phase_started,Stage 4 - OT Exploitation,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Phase 7 started (phase7_privesc),172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,28,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:06:22.758611+00:00,security_alerts,phase_started,Stage 4 - OT Exploitation,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Phase 8 started (phase8_replay),172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,29,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 22:43:25.080373+00:00,security_alerts,modbus_write,Stage 2 - ICS Impact,Level 2,Impair Process Control,T0855,Unauthorized Command Message,Modbus,Level 2,ics_correlator,INFO,Unauthorized Modbus WRITE from 172.23.0.9 to plc — unapproved PLC command issued.,172.23.0.9,172.23.0.4,plc,1.0,02852155-e905-423e-82ce-82acd6824a91,02852155-e905-423e-82ce-82acd6824a91,,,,,
_result,30,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 22:35:00.919859+00:00,security_alerts,modbus_write,Stage 2 - ICS Impact,Level 2,Impair Process Control,T0855,Unauthorized Command Message,Modbus,Level 2,ics_correlator,INFO,Unauthorized Modbus WRITE from 172.23.0.9 to plc — unapproved PLC command issued.,172.23.0.9,172.23.0.4,plc,1.0,03b284df-cc3d-43e6-be23-df4a83b0447c,03b284df-cc3d-43e6-be23-df4a83b0447c,,,,,
_result,31,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:16:35.593310+00:00,security_alerts,modbus_write,Stage 2 - ICS Impact,Level 2,Impair Process Control,T0855,Unauthorized Command Message,Modbus,Level 2,ics_correlator,INFO,Unauthorized Modbus WRITE from 172.23.0.3 to plc — unapproved PLC command issued.,172.23.0.3,172.23.0.8,plc,1.0,05b03aa9-f71f-4444-b79c-eb1e5e21ff11,05b03aa9-f71f-4444-b79c-eb1e5e21ff11,,,,,
_result,32,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:17:00.616832+00:00,security_alerts,modbus_write,Stage 2 - ICS Impact,Level 2,Impair Process Control,T0855,Unauthorized Command Message,Modbus,Level 2,ics_correlator,INFO,Unauthorized Modbus WRITE from 172.23.0.3 to plc — unapproved PLC command issued.,172.23.0.3,172.23.0.8,plc,1.0,06efd905-8083-41c5-819e-4892e575fdb7,06efd905-8083-41c5-819e-4892e575fdb7,,,,,
_result,33,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:39:29.843177+00:00,security_alerts,modbus_write,Stage 2 - ICS Impact,Level 2,Impair Process Control,T0855,Unauthorized Command Message,Modbus,Level 2,ics_correlator,INFO,Unauthorized Modbus WRITE from 172.23.0.9 to plc — unapproved PLC command issued.,172.23.0.9,172.23.0.4,plc,1.0,082cfebb-ac93-4a2c-a3f5-1ebcea5922cf,082cfebb-ac93-4a2c-a3f5-1ebcea5922cf,,,,,
_result,34,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:16:25.590258+00:00,security_alerts,modbus_write,Stage 2 - ICS Impact,Level 2,Impair Process Control,T0855,Unauthorized Command Message,Modbus,Level 2,ics_correlator,INFO,Unauthorized Modbus WRITE from 172.23.0.8 to plc — unapproved PLC command issued.,172.23.0.8,172.23.0.3,plc,1.0,09466a7a-4184-420d-b26d-914813e3485a,09466a7a-4184-420d-b26d-914813e3485a,,,,,
_result,35,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 22:43:25.073517+00:00,security_alerts,modbus_write,Stage 2 - ICS Impact,Level 2,Impair Process Control,T0855,Unauthorized Command Message,Modbus,Level 2,ics_correlator,INFO,Unauthorized Modbus WRITE from 172.23.0.9 to plc — unapproved PLC command issued.,172.23.0.9,172.23.0.4,plc,1.0,0a4bde6c-2047-43ae-9648-09bb993c3e7b,0a4bde6c-2047-43ae-9648-09bb993c3e7b,,,,,
_result,36,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 22:35:05.920970+00:00,security_alerts,modbus_write,Stage 2 - ICS Impact,Level 2,Impair Process Control,T0855,Unauthorized Command Message,Modbus,Level 2,ics_correlator,INFO,Unauthorized Modbus WRITE from 172.23.0.4 to plc — unapproved PLC command issued.,172.23.0.4,172.23.0.9,plc,1.0,0ac076c1-a43f-4004-b54d-2f65a9a1589c,0ac076c1-a43f-4004-b54d-2f65a9a1589c,,,,,
_result,37,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:39:24.839589+00:00,security_alerts,modbus_write,Stage 2 - ICS Impact,Level 2,Impair Process Control,T0855,Unauthorized Command Message,Modbus,Level 2,ics_correlator,INFO,Unauthorized Modbus WRITE from 172.23.0.9 to plc — unapproved PLC command issued.,172.23.0.9,172.23.0.4,plc,1.0,0bbb7515-cd5f-49c8-a092-72af45ea612d,0bbb7515-cd5f-49c8-a092-72af45ea612d,,,,,
_result,38,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:04:57.031941+00:00,security_alerts,modbus_write,Stage 2 - ICS Impact,Level 2,Impair Process Control,T0855,Unauthorized Command Message,Modbus,Level 2,ics_correlator,INFO,Unauthorized Modbus WRITE from 172.23.0.8 to plc — unapproved PLC command issued.,172.23.0.8,172.23.0.3,plc,1.0,0e640589-08f0-46ae-8483-8568d847051a,0e640589-08f0-46ae-8483-8568d847051a,,,,,
_result,39,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:11:29.143692+00:00,security_alerts,modbus_write,Stage 2 - ICS Impact,Level 2,Impair Process Control,T0855,Unauthorized Command Message,Modbus,Level 2,ics_correlator,INFO,Unauthorized Modbus WRITE from 172.23.0.8 to plc — unapproved PLC command issued.,172.23.0.8,172.23.0.3,plc,1.0,100fdd3e-b6b5-4bb6-af5d-a124773c4af5,100fdd3e-b6b5-4bb6-af5d-a124773c4af5,,,,,
