result,table,_start,_stop,_time,_measurement,fc_type,session_id,src_ip,func_code,register,value
_result,1,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:44:09.312825+00:00,modbus_events,read,693acebb,attacker,3,201,0.0
_result,2,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:32:54.722304+00:00,modbus_events,write,4f1c7684,attacker,6,200,3000.0
_result,2,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:32:55.726355+00:00,modbus_events,write,4f1c7684,attacker,6,201,0.0
_result,2,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:33:07.731460+00:00,modbus_events,write,4f1c7684,attacker,6,200,1200.0
_result,2,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:33:07.734466+00:00,modbus_events,write,4f1c7684,attacker,6,201,500.0
_result,2,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:39:24.834752+00:00,modbus_events,write,4f1c7684,attacker,6,100,133.0
_result,2,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:39:29.839553+00:00,modbus_events,write,4f1c7684,attacker,6,100,135.0
_result,2,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:39:34.844466+00:00,modbus_events,write,4f1c7684,attacker,6,100,137.0
_result,2,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:39:39.849221+00:00,modbus_events,write,4f1c7684,attacker,6,100,139.0
_result,2,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:39:44.853893+00:00,modbus_events,write,4f1c7684,attacker,6,100,141.0
_result,2,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:39:49.858706+00:00,modbus_events,write,4f1c7684,attacker,6,100,143.0
_result,2,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:39:54.863677+00:00,modbus_events,write,4f1c7684,attacker,6,100,145.0
_result,2,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:39:59.867262+00:00,modbus_events,write,4f1c7684,attacker,6,100,147.0
_result,2,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:47:10.972060+00:00,modbus_events,write,4f1c7684,attacker,6,200,2400.0
_result,2,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:47:11.977154+00:00,modbus_events,write,4f1c7684,attacker,6,201,0.0
_result,2,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:47:17.982027+00:00,modbus_events,write,4f1c7684,attacker,6,200,1200.0
_result,2,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:47:17.985184+00:00,modbus_events,write,4f1c7684,attacker,6,201,500.0
_result,2,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 22:07:08.476690+00:00,modbus_events,write,4f1c7684,attacker,6,100,345.0
_result,2,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 22:34:40.897079+00:00,modbus_events,write,4f1c7684,attacker,6,100,350.0
_result,2,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 22:34:45.901915+00:00,modbus_events,write,4f1c7684,attacker,6,100,355.0
_result,2,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 22:34:50.906604+00:00,modbus_events,write,4f1c7684,attacker,6,100,360.0
_result,2,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 22:34:55.911589+00:00,modbus_events,write,4f1c7684,attacker,6,100,365.0
_result,2,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 22:35:00.916586+00:00,modbus_events,write,4f1c7684,attacker,6,100,370.0
_result,2,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 22:35:05.921424+00:00,modbus_events,write,4f1c7684,attacker,6,100,375.0
_result,2,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 22:35:10.925152+00:00,modbus_events,write,4f1c7684,attacker,6,100,380.0
_result,2,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 22:35:15.930794+00:00,modbus_events,write,4f1c7684,attacker,6,100,385.0
_result,2,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 22:35:20.936088+00:00,modbus_events,write,4f1c7684,attacker,6,100,390.0
_result,2,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 22:35:25.939693+00:00,modbus_events,write,4f1c7684,attacker,6,100,395.0
_result,2,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 22:43:16.058793+00:00,modbus_events,write,4f1c7684,attacker,6,200,3200.0
_result,2,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 22:43:17.063980+00:00,modbus_events,write,4f1c7684,attacker,6,201,200.0
_result,2,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 22:43:25.069212+00:00,modbus_events,write,4f1c7684,attacker,6,200,1200.0
_result,2,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 22:43:25.072053+00:00,modbus_events,write,4f1c7684,attacker,6,201,500.0
_result,3,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:05:01.177660+00:00,modbus_events,write,693acebb,attacker,6,200,1200.0
_result,3,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:05:11.688543+00:00,modbus_events,write,693acebb,attacker,6,100,350.0
_result,3,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:05:32.222038+00:00,modbus_events,write,693acebb,attacker,6,100,125.0
_result,3,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:05:33.237754+00:00,modbus_events,write,693acebb,attacker,6,100,130.0
_result,3,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:05:34.254613+00:00,modbus_events,write,693acebb,attacker,6,100,135.0
_result,3,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:05:35.271569+00:00,modbus_events,write,693acebb,attacker,6,100,140.0
_result,3,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:05:36.288673+00:00,modbus_events,write,693acebb,attacker,6,100,145.0
_result,3,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:05:37.305665+00:00,modbus_events,write,693acebb,attacker,6,100,150.0
_result,3,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:05:38.322646+00:00,modbus_events,write,693acebb,attacker,6,100,155.0
_result,3,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:05:39.338359+00:00,modbus_events,write,693acebb,attacker,6,100,160.0
_result,3,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:05:40.355329+00:00,modbus_events,write,693acebb,attacker,6,100,165.0
_result,3,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:05:41.372177+00:00,modbus_events,write,693acebb,attacker,6,100,170.0
_result,3,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:05:42.388739+00:00,modbus_events,write,693acebb,attacker,6,100,175.0
_result,3,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:05:43.405279+00:00,modbus_events,write,693acebb,attacker,6,100,180.0
_result,3,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:05:44.423348+00:00,modbus_events,write,693acebb,attacker,6,100,185.0
_result,3,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:05:45.440328+00:00,modbus_events,write,693acebb,attacker,6,100,190.0
_result,3,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:05:46.456072+00:00,modbus_events,write,693acebb,attacker,6,100,195.0
_result,3,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:06:10.578419+00:00,modbus_events,write,693acebb,attacker,6,200,3000.0
_result,3,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:06:12.587047+00:00,modbus_events,write,693acebb,attacker,6,202,0.0
_result,3,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:16:20.583301+00:00,modbus_events,write,693acebb,attacker,6,100,198.0
_result,3,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:16:25.587124+00:00,modbus_events,write,693acebb,attacker,6,100,201.0
_result,3,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:16:30.590559+00:00,modbus_events,write,693acebb,attacker,6,100,204.0
_result,3,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:16:35.593805+00:00,modbus_events,write,693acebb,attacker,6,100,207.0
_result,3,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:16:40.598575+00:00,modbus_events,write,693acebb,attacker,6,100,210.0
_result,3,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:16:45.603203+00:00,modbus_events,write,693acebb,attacker,6,100,213.0
_result,3,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:16:50.606901+00:00,modbus_events,write,693acebb,attacker,6,100,216.0
_result,3,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:16:55.612181+00:00,modbus_events,write,693acebb,attacker,6,100,219.0
_result,3,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:17:00.617292+00:00,modbus_events,write,693acebb,attacker,6,100,222.0
_result,3,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:17:05.620808+00:00,modbus_events,write,693acebb,attacker,6,100,225.0
_result,3,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:31:48.720423+00:00,modbus_events,write,693acebb,attacker,6,100,420.0
_result,3,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:44:03.298376+00:00,modbus_events,write,693acebb,attacker,6,200,3200.0
_result,3,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:44:04.303620+00:00,modbus_events,write,693acebb,attacker,6,201,50.0
_result,3,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:44:09.308888+00:00,modbus_events,write,693acebb,attacker,6,200,1200.0
_result,3,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:44:09.311885+00:00,modbus_events,write,693acebb,attacker,6,201,500.0
_result,3,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:51:05.425808+00:00,modbus_events,write,693acebb,attacker,6,100,375.0
_result,3,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 20:56:58.867949+00:00,modbus_events,write,693acebb,attacker,6,100,345.0
_result,3,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:03:50.979142+00:00,modbus_events,write,693acebb,attacker,6,100,348.0
_result,3,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:03:56.983889+00:00,modbus_events,write,693acebb,attacker,6,100,351.0
_result,3,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:04:02.987569+00:00,modbus_events,write,693acebb,attacker,6,100,354.0
_result,3,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:04:08.992854+00:00,modbus_events,write,693acebb,attacker,6,100,357.0
_result,3,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:04:14.997830+00:00,modbus_events,write,693acebb,attacker,6,100,360.0
_result,3,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:04:21.001703+00:00,modbus_events,write,693acebb,attacker,6,100,363.0
_result,3,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:04:27.005416+00:00,modbus_events,write,693acebb,attacker,6,100,366.0
_result,3,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:04:33.010575+00:00,modbus_events,write,693acebb,attacker,6,100,369.0
_result,3,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:04:39.014118+00:00,modbus_events,write,693acebb,attacker,6,100,372.0
_result,3,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:04:45.019381+00:00,modbus_events,write,693acebb,attacker,6,100,375.0
_result,3,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:04:51.023458+00:00,modbus_events,write,693acebb,attacker,6,100,378.0
_result,3,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:04:57.028678+00:00,modbus_events,write,693acebb,attacker,6,100,381.0
_result,3,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:11:25.135225+00:00,modbus_events,write,693acebb,attacker,6,100,386.0
_result,3,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:11:29.140398+00:00,modbus_events,write,693acebb,attacker,6,100,391.0
_result,3,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:11:33.144158+00:00,modbus_events,write,693acebb,attacker,6,100,396.0
_result,3,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:11:37.149492+00:00,modbus_events,write,693acebb,attacker,6,100,401.0
_result,3,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:11:41.154446+00:00,modbus_events,write,693acebb,attacker,6,100,406.0
_result,3,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:11:45.159645+00:00,modbus_events,write,693acebb,attacker,6,100,411.0
_result,3,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:11:49.164137+00:00,modbus_events,write,693acebb,attacker,6,100,416.0
_result,3,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:11:53.169372+00:00,modbus_events,write,693acebb,attacker,6,100,421.0
_result,3,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:11:57.174272+00:00,modbus_events,write,693acebb,attacker,6,100,426.0
_result,3,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:12:01.179234+00:00,modbus_events,write,693acebb,attacker,6,100,431.0
_result,3,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:12:05.184214+00:00,modbus_events,write,693acebb,attacker,6,100,436.0
_result,3,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:12:09.187728+00:00,modbus_events,write,693acebb,attacker,6,100,441.0
_result,3,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:12:13.193154+00:00,modbus_events,write,693acebb,attacker,6,100,446.0
_result,3,2026-07-23 17:02:48+00:00,2026-07-23 22:48:25.083254+00:00,2026-07-23 21:12:17.198148+00:00,modbus_events,write,693acebb,attacker,6,100,451.0
