result,table,_start,_stop,_time,_measurement,attack_type,session_id,status
_result,0,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-08-01 02:43:35.227625+00:00,attack_status,REPLAY,4bc7d549,DETECTED
_result,0,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-08-01 02:45:48.811098+00:00,attack_status,REPLAY,4bc7d549,DETECTED
_result,0,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-08-01 02:48:02.449847+00:00,attack_status,REPLAY,4bc7d549,DETECTED
_result,0,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-08-01 02:50:16.187838+00:00,attack_status,REPLAY,4bc7d549,DETECTED
_result,0,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-08-01 02:58:37.696901+00:00,attack_status,REPLAY,4bc7d549,DETECTED
_result,0,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-08-01 03:05:01.917780+00:00,attack_status,REPLAY,4bc7d549,DETECTED
_result,0,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-08-01 03:07:15.388984+00:00,attack_status,REPLAY,4bc7d549,DETECTED
_result,0,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-08-01 03:09:28.740874+00:00,attack_status,REPLAY,4bc7d549,DETECTED
_result,0,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-08-01 03:11:42.069906+00:00,attack_status,REPLAY,4bc7d549,DETECTED
_result,0,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-08-01 03:13:55.578424+00:00,attack_status,REPLAY,4bc7d549,DETECTED
_result,0,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-08-01 03:19:46.310404+00:00,attack_status,REPLAY,4bc7d549,DETECTED
_result,0,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-08-01 03:28:24.766482+00:00,attack_status,REPLAY,4bc7d549,DETECTED
_result,0,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-08-01 03:30:38.248680+00:00,attack_status,REPLAY,4bc7d549,DETECTED
_result,0,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-08-01 03:32:51.700976+00:00,attack_status,REPLAY,4bc7d549,DETECTED
_result,0,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-08-01 03:44:17.364085+00:00,attack_status,REPLAY,4bc7d549,DETECTED
_result,0,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-08-01 04:00:43.584198+00:00,attack_status,REPLAY,4bc7d549,DETECTED
_result,0,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-08-01 04:02:56.941898+00:00,attack_status,REPLAY,4bc7d549,DETECTED
_result,0,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-08-01 04:05:10.255241+00:00,attack_status,REPLAY,4bc7d549,DETECTED
_result,0,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-08-01 04:08:30.334979+00:00,attack_status,REPLAY,4bc7d549,DETECTED
_result,0,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-08-01 04:33:34.912086+00:00,attack_status,REPLAY,4bc7d549,DETECTED
_result,0,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-08-01 04:41:06.162467+00:00,attack_status,REPLAY,4bc7d549,DETECTED
_result,0,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-08-01 05:04:49.202062+00:00,attack_status,REPLAY,4bc7d549,DETECTED
_result,0,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-08-01 05:18:30.129001+00:00,attack_status,REPLAY,4bc7d549,DETECTED
_result,0,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-08-01 05:20:43.920992+00:00,attack_status,REPLAY,4bc7d549,DETECTED
_result,0,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-08-01 05:22:57.544778+00:00,attack_status,REPLAY,4bc7d549,DETECTED
