result,table,_start,_stop,_time,_measurement,fc_type,session_id,src_ip,func_code,register,value
_result,0,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-08-01 04:57:53.293342+00:00,modbus_events,read,b8e88bbd,attacker,3,201,0.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 22:44:06.533339+00:00,modbus_events,write,b8e88bbd,attacker,6,200,1200.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 22:44:16.714253+00:00,modbus_events,write,b8e88bbd,attacker,6,100,350.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 22:44:36.921789+00:00,modbus_events,write,b8e88bbd,attacker,6,100,125.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 22:44:37.937968+00:00,modbus_events,write,b8e88bbd,attacker,6,100,130.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 22:44:38.954886+00:00,modbus_events,write,b8e88bbd,attacker,6,100,135.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 22:44:39.970739+00:00,modbus_events,write,b8e88bbd,attacker,6,100,140.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 22:44:40.987325+00:00,modbus_events,write,b8e88bbd,attacker,6,100,145.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 22:44:42.003980+00:00,modbus_events,write,b8e88bbd,attacker,6,100,150.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 22:44:43.020806+00:00,modbus_events,write,b8e88bbd,attacker,6,100,155.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 22:44:44.037629+00:00,modbus_events,write,b8e88bbd,attacker,6,100,160.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 22:44:45.054494+00:00,modbus_events,write,b8e88bbd,attacker,6,100,165.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 22:44:46.070936+00:00,modbus_events,write,b8e88bbd,attacker,6,100,170.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 22:44:47.087718+00:00,modbus_events,write,b8e88bbd,attacker,6,100,175.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 22:44:48.103994+00:00,modbus_events,write,b8e88bbd,attacker,6,100,180.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 22:44:49.120122+00:00,modbus_events,write,b8e88bbd,attacker,6,100,185.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 22:44:50.136258+00:00,modbus_events,write,b8e88bbd,attacker,6,100,190.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 22:44:51.152659+00:00,modbus_events,write,b8e88bbd,attacker,6,100,195.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 22:45:14.945374+00:00,modbus_events,write,b8e88bbd,attacker,6,200,3000.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 22:45:16.956463+00:00,modbus_events,write,b8e88bbd,attacker,6,202,0.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 22:55:55.330713+00:00,modbus_events,write,b8e88bbd,attacker,6,100,198.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 22:56:00.336367+00:00,modbus_events,write,b8e88bbd,attacker,6,100,201.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 22:56:05.342080+00:00,modbus_events,write,b8e88bbd,attacker,6,100,204.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 22:56:10.345675+00:00,modbus_events,write,b8e88bbd,attacker,6,100,207.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 22:56:15.351375+00:00,modbus_events,write,b8e88bbd,attacker,6,100,210.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 22:56:20.356661+00:00,modbus_events,write,b8e88bbd,attacker,6,100,213.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 22:56:25.361907+00:00,modbus_events,write,b8e88bbd,attacker,6,100,216.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 22:56:30.367310+00:00,modbus_events,write,b8e88bbd,attacker,6,100,219.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 22:56:35.372862+00:00,modbus_events,write,b8e88bbd,attacker,6,100,222.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 22:56:40.378197+00:00,modbus_events,write,b8e88bbd,attacker,6,100,225.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 23:12:03.478307+00:00,modbus_events,write,b8e88bbd,attacker,6,200,3000.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 23:12:04.483530+00:00,modbus_events,write,b8e88bbd,attacker,6,201,100.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 23:12:19.488887+00:00,modbus_events,write,b8e88bbd,attacker,6,200,1200.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 23:12:19.492007+00:00,modbus_events,write,b8e88bbd,attacker,6,201,500.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 23:19:17.587276+00:00,modbus_events,write,b8e88bbd,attacker,6,100,229.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 23:19:22.592479+00:00,modbus_events,write,b8e88bbd,attacker,6,100,233.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 23:19:27.597782+00:00,modbus_events,write,b8e88bbd,attacker,6,100,237.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 23:19:32.603275+00:00,modbus_events,write,b8e88bbd,attacker,6,100,241.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 23:19:37.608407+00:00,modbus_events,write,b8e88bbd,attacker,6,100,245.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 23:19:42.613698+00:00,modbus_events,write,b8e88bbd,attacker,6,100,249.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 23:19:47.617745+00:00,modbus_events,write,b8e88bbd,attacker,6,100,253.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 23:19:52.622919+00:00,modbus_events,write,b8e88bbd,attacker,6,100,257.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 23:19:57.628474+00:00,modbus_events,write,b8e88bbd,attacker,6,100,261.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 23:20:02.634359+00:00,modbus_events,write,b8e88bbd,attacker,6,100,265.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 23:20:07.637920+00:00,modbus_events,write,b8e88bbd,attacker,6,100,269.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 23:20:12.642978+00:00,modbus_events,write,b8e88bbd,attacker,6,100,273.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 23:20:17.648114+00:00,modbus_events,write,b8e88bbd,attacker,6,100,277.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 23:20:22.651867+00:00,modbus_events,write,b8e88bbd,attacker,6,100,281.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 23:35:57.844460+00:00,modbus_events,write,b8e88bbd,attacker,6,100,285.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 23:36:03.849657+00:00,modbus_events,write,b8e88bbd,attacker,6,100,289.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 23:36:09.854995+00:00,modbus_events,write,b8e88bbd,attacker,6,100,293.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 23:36:15.860243+00:00,modbus_events,write,b8e88bbd,attacker,6,100,297.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 23:36:21.865733+00:00,modbus_events,write,b8e88bbd,attacker,6,100,301.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 23:36:27.869290+00:00,modbus_events,write,b8e88bbd,attacker,6,100,305.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 23:36:33.875015+00:00,modbus_events,write,b8e88bbd,attacker,6,100,309.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 23:36:39.880398+00:00,modbus_events,write,b8e88bbd,attacker,6,100,313.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 23:36:45.885487+00:00,modbus_events,write,b8e88bbd,attacker,6,100,317.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 23:36:51.891024+00:00,modbus_events,write,b8e88bbd,attacker,6,100,321.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 23:36:57.896154+00:00,modbus_events,write,b8e88bbd,attacker,6,100,325.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 23:37:03.901590+00:00,modbus_events,write,b8e88bbd,attacker,6,100,329.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 23:37:09.906941+00:00,modbus_events,write,b8e88bbd,attacker,6,100,333.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 23:37:15.912348+00:00,modbus_events,write,b8e88bbd,attacker,6,100,337.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 23:37:21.916402+00:00,modbus_events,write,b8e88bbd,attacker,6,100,341.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 23:37:27.921731+00:00,modbus_events,write,b8e88bbd,attacker,6,100,345.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-07-31 23:58:46.135375+00:00,modbus_events,write,b8e88bbd,attacker,6,100,300.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-08-01 00:15:22.969996+00:00,modbus_events,write,b8e88bbd,attacker,6,200,2800.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-08-01 00:15:23.973823+00:00,modbus_events,write,b8e88bbd,attacker,6,201,200.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-08-01 00:15:38.979084+00:00,modbus_events,write,b8e88bbd,attacker,6,200,1200.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-08-01 00:15:38.981969+00:00,modbus_events,write,b8e88bbd,attacker,6,201,500.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-08-01 00:30:11.973621+00:00,modbus_events,write,b8e88bbd,attacker,6,200,2400.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-08-01 00:30:12.979028+00:00,modbus_events,write,b8e88bbd,attacker,6,201,50.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-08-01 00:30:18.985021+00:00,modbus_events,write,b8e88bbd,attacker,6,200,1200.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-08-01 00:30:18.988043+00:00,modbus_events,write,b8e88bbd,attacker,6,201,500.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-08-01 01:00:09.915241+00:00,modbus_events,write,b8e88bbd,attacker,6,200,3000.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-08-01 01:00:10.920687+00:00,modbus_events,write,b8e88bbd,attacker,6,201,200.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-08-01 01:00:20.926047+00:00,modbus_events,write,b8e88bbd,attacker,6,200,1200.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-08-01 01:00:20.928964+00:00,modbus_events,write,b8e88bbd,attacker,6,201,500.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-08-01 01:07:49.017585+00:00,modbus_events,write,b8e88bbd,attacker,6,200,2800.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-08-01 01:07:50.023011+00:00,modbus_events,write,b8e88bbd,attacker,6,201,0.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-08-01 01:08:00.026794+00:00,modbus_events,write,b8e88bbd,attacker,6,200,1200.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-08-01 01:08:00.029692+00:00,modbus_events,write,b8e88bbd,attacker,6,201,500.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-08-01 01:15:27.126064+00:00,modbus_events,write,b8e88bbd,attacker,6,200,3200.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-08-01 01:15:28.131748+00:00,modbus_events,write,b8e88bbd,attacker,6,201,200.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-08-01 01:15:46.137189+00:00,modbus_events,write,b8e88bbd,attacker,6,200,1200.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-08-01 01:15:46.140015+00:00,modbus_events,write,b8e88bbd,attacker,6,201,500.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-08-01 01:31:59.154829+00:00,modbus_events,write,b8e88bbd,attacker,6,100,375.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-08-01 01:47:22.314824+00:00,modbus_events,write,b8e88bbd,attacker,6,100,345.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-08-01 02:02:31.250622+00:00,modbus_events,write,b8e88bbd,attacker,6,200,3000.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-08-01 02:02:32.255958+00:00,modbus_events,write,b8e88bbd,attacker,6,201,0.0
_result,1,2026-07-31 21:37:43.154390+00:00,2026-08-01 05:23:08.946824+00:00,2026-08-01 02:02:47.261491+00:00,modbus_events,write,b8e88bbd,attacker,6,200,1200.0
