table,_time,_value,_field,_measurement
0,2026-04-14T13:10:04.475818505Z,6,func_code,modbus_events
0,2026-04-14T13:10:16.491356972Z,6,func_code,modbus_events
0,2026-04-14T13:10:17.496685436Z,6,func_code,modbus_events
0,2026-04-14T13:10:18.500728084Z,6,func_code,modbus_events
0,2026-04-14T13:10:19.505924176Z,6,func_code,modbus_events
0,2026-04-14T13:10:20.511060798Z,6,func_code,modbus_events
0,2026-04-14T13:10:21.516324927Z,6,func_code,modbus_events
0,2026-04-14T13:10:22.52014889Z,6,func_code,modbus_events
0,2026-04-14T13:10:23.525511555Z,6,func_code,modbus_events
0,2026-04-14T13:10:24.530544722Z,6,func_code,modbus_events
0,2026-04-14T13:10:25.534357351Z,6,func_code,modbus_events
0,2026-04-14T13:10:26.5380037Z,6,func_code,modbus_events
0,2026-04-14T13:10:27.541686926Z,6,func_code,modbus_events
0,2026-04-14T13:10:28.544968026Z,6,func_code,modbus_events
0,2026-04-14T13:10:29.549979615Z,6,func_code,modbus_events
0,2026-04-14T13:10:30.5552316Z,6,func_code,modbus_events
0,2026-04-14T13:10:37.916297962Z,6,func_code,modbus_events
0,2026-04-14T13:10:37.917799005Z,3,func_code,modbus_events
0,2026-04-14T13:10:39.919294737Z,6,func_code,modbus_events
0,2026-04-14T13:10:39.920499953Z,3,func_code,modbus_events
0,2026-04-14T13:11:21.235491625Z,6,func_code,modbus_events
0,2026-04-14T13:11:21.236708581Z,3,func_code,modbus_events
0,2026-04-14T13:11:23.480300121Z,6,func_code,modbus_events
1,2026-04-14T09:59:50.151871498Z,200,register,modbus_events
1,2026-04-14T10:00:26.188615899Z,200,register,modbus_events
1,2026-04-14T10:00:26.19177811Z,200,register,modbus_events
1,2026-04-14T10:00:28.19915346Z,100,register,modbus_events
1,2026-04-14T10:00:40.21185559Z,100,register,modbus_events
1,2026-04-14T10:00:41.215031057Z,100,register,modbus_events
1,2026-04-14T10:00:42.220308729Z,100,register,modbus_events
1,2026-04-14T10:00:43.22576861Z,100,register,modbus_events
1,2026-04-14T10:00:44.231050524Z,100,register,modbus_events
1,2026-04-14T10:00:45.236218601Z,100,register,modbus_events
1,2026-04-14T10:00:46.241388859Z,100,register,modbus_events
1,2026-04-14T10:00:47.246580717Z,100,register,modbus_events
1,2026-04-14T10:00:48.251949165Z,100,register,modbus_events
1,2026-04-14T10:00:49.257232784Z,100,register,modbus_events
1,2026-04-14T10:00:50.260988584Z,100,register,modbus_events
1,2026-04-14T10:00:51.266208547Z,100,register,modbus_events
1,2026-04-14T10:00:52.271326631Z,100,register,modbus_events
1,2026-04-14T10:00:53.276370198Z,100,register,modbus_events
1,2026-04-14T10:00:54.281380696Z,100,register,modbus_events
1,2026-04-14T10:01:01.644571577Z,200,register,modbus_events
1,2026-04-14T10:01:01.647561771Z,200,register,modbus_events
1,2026-04-14T10:01:03.649159497Z,202,register,modbus_events
1,2026-04-14T10:01:03.652134962Z,202,register,modbus_events
1,2026-04-14T10:02:11.156302056Z,200,register,modbus_events
1,2026-04-14T10:02:11.159196041Z,200,register,modbus_events
1,2026-04-14T10:02:12.140168915Z,200,register,modbus_events
1,2026-04-14T10:02:12.813676177Z,200,register,modbus_events
1,2026-04-14T10:02:20.046910529Z,202,register,modbus_events
1,2026-04-14T10:02:20.049741515Z,202,register,modbus_events
1,2026-04-14T12:33:16.764488017Z,200,register,modbus_events
1,2026-04-14T12:33:52.803578549Z,200,register,modbus_events
1,2026-04-14T12:33:52.8051375Z,200,register,modbus_events
1,2026-04-14T12:33:54.812296108Z,100,register,modbus_events
1,2026-04-14T12:34:06.825190529Z,100,register,modbus_events
1,2026-04-14T12:34:07.828633061Z,100,register,modbus_events
1,2026-04-14T12:34:08.831995785Z,100,register,modbus_events
1,2026-04-14T12:34:09.83543639Z,100,register,modbus_events
1,2026-04-14T12:34:10.83865998Z,100,register,modbus_events
1,2026-04-14T12:34:11.843766479Z,100,register,modbus_events
1,2026-04-14T12:34:12.849006946Z,100,register,modbus_events
1,2026-04-14T12:34:13.854170536Z,100,register,modbus_events
1,2026-04-14T12:34:14.857602918Z,100,register,modbus_events
1,2026-04-14T12:34:15.862686032Z,100,register,modbus_events
1,2026-04-14T12:34:16.867748637Z,100,register,modbus_events
1,2026-04-14T12:34:17.872811544Z,100,register,modbus_events
1,2026-04-14T12:34:18.877791474Z,100,register,modbus_events
1,2026-04-14T12:34:19.881474357Z,100,register,modbus_events
1,2026-04-14T12:34:20.88646834Z,100,register,modbus_events
1,2026-04-14T12:34:28.256265722Z,200,register,modbus_events
1,2026-04-14T12:34:28.257640198Z,200,register,modbus_events
1,2026-04-14T12:34:30.259218715Z,202,register,modbus_events
1,2026-04-14T12:34:30.262113884Z,202,register,modbus_events
1,2026-04-14T12:36:01.527506556Z,200,register,modbus_events
1,2026-04-14T12:36:01.53025889Z,200,register,modbus_events
1,2026-04-14T12:36:02.327177538Z,200,register,modbus_events
1,2026-04-14T12:36:08.159628863Z,202,register,modbus_events
1,2026-04-14T12:36:08.161205107Z,202,register,modbus_events
1,2026-04-14T12:36:09.659261577Z,202,register,modbus_events
1,2026-04-14T12:59:52.231011998Z,202,register,modbus_events
1,2026-04-14T12:59:52.233144932Z,202,register,modbus_events
1,2026-04-14T12:59:55.567575722Z,202,register,modbus_events
1,2026-04-14T13:00:43.248056524Z,202,register,modbus_events
1,2026-04-14T13:00:43.249406247Z,202,register,modbus_events
1,2026-04-14T13:06:43.459517236Z,202,register,modbus_events
1,2026-04-14T13:06:43.462623004Z,202,register,modbus_events
1,2026-04-14T13:06:52.264773329Z,200,register,modbus_events
1,2026-04-14T13:06:52.266070786Z,200,register,modbus_events
1,2026-04-14T13:06:53.719798996Z,200,register,modbus_events
1,2026-04-14T13:09:26.430425557Z,200,register,modbus_events
1,2026-04-14T13:10:02.465563429Z,200,register,modbus_events
1,2026-04-14T13:10:02.469276798Z,200,register,modbus_events
1,2026-04-14T13:10:04.475818505Z,100,register,modbus_events
1,2026-04-14T13:10:16.491356972Z,100,register,modbus_events
1,2026-04-14T13:10:17.496685436Z,100,register,modbus_events
1,2026-04-14T13:10:18.500728084Z,100,register,modbus_events
1,2026-04-14T13:10:19.505924176Z,100,register,modbus_events
1,2026-04-14T13:10:20.511060798Z,100,register,modbus_events
1,2026-04-14T13:10:21.516324927Z,100,register,modbus_events
1,2026-04-14T13:10:22.52014889Z,100,register,modbus_events
1,2026-04-14T13:10:23.525511555Z,100,register,modbus_events
1,2026-04-14T13:10:24.530544722Z,100,register,modbus_events
1,2026-04-14T13:10:25.534357351Z,100,register,modbus_events
1,2026-04-14T13:10:26.5380037Z,100,register,modbus_events
1,2026-04-14T13:10:27.541686926Z,100,register,modbus_events
1,2026-04-14T13:10:28.544968026Z,100,register,modbus_events
1,2026-04-14T13:10:29.549979615Z,100,register,modbus_events
1,2026-04-14T13:10:30.5552316Z,100,register,modbus_events
1,2026-04-14T13:10:37.916297962Z,200,register,modbus_events
1,2026-04-14T13:10:37.917799005Z,200,register,modbus_events
1,2026-04-14T13:10:39.919294737Z,202,register,modbus_events
1,2026-04-14T13:10:39.920499953Z,202,register,modbus_events
1,2026-04-14T13:11:21.235491625Z,200,register,modbus_events
1,2026-04-14T13:11:21.236708581Z,200,register,modbus_events
1,2026-04-14T13:11:23.480300121Z,200,register,modbus_events
2,2026-04-14T09:59:50.151871498Z,0,value,modbus_events
2,2026-04-14T10:00:26.188615899Z,0,value,modbus_events
2,2026-04-14T10:00:26.19177811Z,1200,value,modbus_events
2,2026-04-14T10:00:28.19915346Z,350,value,modbus_events
2,2026-04-14T10:00:40.21185559Z,125,value,modbus_events
2,2026-04-14T10:00:41.215031057Z,130,value,modbus_events
2,2026-04-14T10:00:42.220308729Z,135,value,modbus_events
2,2026-04-14T10:00:43.22576861Z,140,value,modbus_events
2,2026-04-14T10:00:44.231050524Z,145,value,modbus_events
2,2026-04-14T10:00:45.236218601Z,150,value,modbus_events
2,2026-04-14T10:00:46.241388859Z,155,value,modbus_events
2,2026-04-14T10:00:47.246580717Z,160,value,modbus_events
2,2026-04-14T10:00:48.251949165Z,165,value,modbus_events
2,2026-04-14T10:00:49.257232784Z,170,value,modbus_events
2,2026-04-14T10:00:50.260988584Z,175,value,modbus_events
2,2026-04-14T10:00:51.266208547Z,180,value,modbus_events
2,2026-04-14T10:00:52.271326631Z,185,value,modbus_events
2,2026-04-14T10:00:53.276370198Z,190,value,modbus_events
2,2026-04-14T10:00:54.281380696Z,195,value,modbus_events
2,2026-04-14T10:01:01.644571577Z,3000,value,modbus_events
2,2026-04-14T10:01:01.647561771Z,0,value,modbus_events
2,2026-04-14T10:01:03.649159497Z,0,value,modbus_events
2,2026-04-14T10:01:03.652134962Z,0,value,modbus_events
2,2026-04-14T10:02:11.156302056Z,1000,value,modbus_events
2,2026-04-14T10:02:11.159196041Z,0,value,modbus_events
2,2026-04-14T10:02:12.140168915Z,1100,value,modbus_events
2,2026-04-14T10:02:12.813676177Z,1200,value,modbus_events
2,2026-04-14T10:02:20.046910529Z,1,value,modbus_events
2,2026-04-14T10:02:20.049741515Z,0,value,modbus_events
2,2026-04-14T12:33:16.764488017Z,0,value,modbus_events
2,2026-04-14T12:33:52.803578549Z,0,value,modbus_events
2,2026-04-14T12:33:52.8051375Z,1200,value,modbus_events
2,2026-04-14T12:33:54.812296108Z,350,value,modbus_events
2,2026-04-14T12:34:06.825190529Z,125,value,modbus_events
2,2026-04-14T12:34:07.828633061Z,130,value,modbus_events
2,2026-04-14T12:34:08.831995785Z,135,value,modbus_events
2,2026-04-14T12:34:09.83543639Z,140,value,modbus_events
2,2026-04-14T12:34:10.83865998Z,145,value,modbus_events
2,2026-04-14T12:34:11.843766479Z,150,value,modbus_events
2,2026-04-14T12:34:12.849006946Z,155,value,modbus_events
2,2026-04-14T12:34:13.854170536Z,160,value,modbus_events
2,2026-04-14T12:34:14.857602918Z,165,value,modbus_events
2,2026-04-14T12:34:15.862686032Z,170,value,modbus_events
2,2026-04-14T12:34:16.867748637Z,175,value,modbus_events
2,2026-04-14T12:34:17.872811544Z,180,value,modbus_events
2,2026-04-14T12:34:18.877791474Z,185,value,modbus_events
2,2026-04-14T12:34:19.881474357Z,190,value,modbus_events
2,2026-04-14T12:34:20.88646834Z,195,value,modbus_events
2,2026-04-14T12:34:28.256265722Z,3000,value,modbus_events
2,2026-04-14T12:34:28.257640198Z,0,value,modbus_events
2,2026-04-14T12:34:30.259218715Z,0,value,modbus_events
2,2026-04-14T12:34:30.262113884Z,0,value,modbus_events
2,2026-04-14T12:36:01.527506556Z,1100,value,modbus_events
2,2026-04-14T12:36:01.53025889Z,0,value,modbus_events
2,2026-04-14T12:36:02.327177538Z,1200,value,modbus_events
2,2026-04-14T12:36:08.159628863Z,0,value,modbus_events
2,2026-04-14T12:36:08.161205107Z,0,value,modbus_events
2,2026-04-14T12:36:09.659261577Z,1,value,modbus_events
2,2026-04-14T12:59:52.231011998Z,1,value,modbus_events
2,2026-04-14T12:59:52.233144932Z,0,value,modbus_events
2,2026-04-14T12:59:55.567575722Z,0,value,modbus_events
2,2026-04-14T13:00:43.248056524Z,1,value,modbus_events
2,2026-04-14T13:00:43.249406247Z,0,value,modbus_events
2,2026-04-14T13:06:43.459517236Z,0,value,modbus_events
2,2026-04-14T13:06:43.462623004Z,0,value,modbus_events
2,2026-04-14T13:06:52.264773329Z,1400,value,modbus_events
2,2026-04-14T13:06:52.266070786Z,0,value,modbus_events
2,2026-04-14T13:06:53.719798996Z,1200,value,modbus_events
2,2026-04-14T13:09:26.430425557Z,0,value,modbus_events
2,2026-04-14T13:10:02.465563429Z,0,value,modbus_events
2,2026-04-14T13:10:02.469276798Z,1200,value,modbus_events
2,2026-04-14T13:10:04.475818505Z,350,value,modbus_events
2,2026-04-14T13:10:16.491356972Z,125,value,modbus_events
2,2026-04-14T13:10:17.496685436Z,130,value,modbus_events
2,2026-04-14T13:10:18.500728084Z,135,value,modbus_events
2,2026-04-14T13:10:19.505924176Z,140,value,modbus_events
2,2026-04-14T13:10:20.511060798Z,145,value,modbus_events
2,2026-04-14T13:10:21.516324927Z,150,value,modbus_events
2,2026-04-14T13:10:22.52014889Z,155,value,modbus_events
2,2026-04-14T13:10:23.525511555Z,160,value,modbus_events
2,2026-04-14T13:10:24.530544722Z,165,value,modbus_events
2,2026-04-14T13:10:25.534357351Z,170,value,modbus_events
2,2026-04-14T13:10:26.5380037Z,175,value,modbus_events
2,2026-04-14T13:10:27.541686926Z,180,value,modbus_events
2,2026-04-14T13:10:28.544968026Z,185,value,modbus_events
2,2026-04-14T13:10:29.549979615Z,190,value,modbus_events
2,2026-04-14T13:10:30.5552316Z,195,value,modbus_events
2,2026-04-14T13:10:37.916297962Z,3000,value,modbus_events
2,2026-04-14T13:10:37.917799005Z,0,value,modbus_events
2,2026-04-14T13:10:39.919294737Z,0,value,modbus_events
2,2026-04-14T13:10:39.920499953Z,0,value,modbus_events
2,2026-04-14T13:11:21.235491625Z,1100,value,modbus_events
2,2026-04-14T13:11:21.236708581Z,0,value,modbus_events
2,2026-04-14T13:11:23.480300121Z,1200,value,modbus_events
