table,_time,_value,_field,_measurement
0,2026-04-14T09:58:42.925167864Z,0.2842211848968113,anomaly_score,security_metrics
0,2026-04-14T09:58:53.077676832Z,0.3014844805582861,anomaly_score,security_metrics
0,2026-04-14T09:59:03.236329112Z,0.33355711569891794,anomaly_score,security_metrics
0,2026-04-14T09:59:13.396826235Z,0.3069616733115307,anomaly_score,security_metrics
0,2026-04-14T09:59:23.432546892Z,-0.95,anomaly_score,security_metrics
0,2026-04-14T09:59:23.583157824Z,0.19888575398369046,anomaly_score,security_metrics
0,2026-04-14T09:59:33.743763727Z,0.3471653050552421,anomaly_score,security_metrics
0,2026-04-14T09:59:43.903943823Z,0.3323651863558801,anomaly_score,security_metrics
0,2026-04-14T09:59:54.066667306Z,0.22604713688766015,anomaly_score,security_metrics
0,2026-04-14T10:00:04.237795786Z,0.3209202131337896,anomaly_score,security_metrics
0,2026-04-14T10:00:14.41256196Z,0.3397814125492416,anomaly_score,security_metrics
0,2026-04-14T10:00:24.442776599Z,-0.95,anomaly_score,security_metrics
0,2026-04-14T10:00:24.605164389Z,0.3216465685681253,anomaly_score,security_metrics
0,2026-04-14T10:00:34.6245779Z,-1,anomaly_score,security_metrics
0,2026-04-14T10:00:34.788415624Z,0.3120825700930208,anomaly_score,security_metrics
0,2026-04-14T10:00:44.80772965Z,-1,anomaly_score,security_metrics
0,2026-04-14T10:00:44.809330621Z,-1,anomaly_score,security_metrics
0,2026-04-14T10:00:44.810878642Z,-1,anomaly_score,security_metrics
0,2026-04-14T10:00:44.812435123Z,-1,anomaly_score,security_metrics
0,2026-04-14T10:00:44.813898276Z,-1,anomaly_score,security_metrics
0,2026-04-14T10:00:44.979084735Z,0.2648700013995195,anomaly_score,security_metrics
0,2026-04-14T10:00:54.998347201Z,-1,anomaly_score,security_metrics
0,2026-04-14T10:00:55.000021371Z,-1,anomaly_score,security_metrics
0,2026-04-14T10:00:55.001615882Z,-1,anomaly_score,security_metrics
0,2026-04-14T10:00:55.003212513Z,-1,anomaly_score,security_metrics
0,2026-04-14T10:00:55.004715564Z,-1,anomaly_score,security_metrics
0,2026-04-14T10:00:55.174988214Z,-0.5,anomaly_score,security_metrics
0,2026-04-14T10:01:05.192228582Z,-1,anomaly_score,security_metrics
0,2026-04-14T10:01:05.193861043Z,-1,anomaly_score,security_metrics
0,2026-04-14T10:01:05.195421154Z,-1,anomaly_score,security_metrics
0,2026-04-14T10:01:05.196970825Z,-1,anomaly_score,security_metrics
0,2026-04-14T10:01:05.198443137Z,-1,anomaly_score,security_metrics
0,2026-04-14T10:01:05.369109274Z,-0.5,anomaly_score,security_metrics
0,2026-04-14T10:01:15.385841184Z,-1,anomaly_score,security_metrics
0,2026-04-14T10:01:15.387582293Z,-1,anomaly_score,security_metrics
0,2026-04-14T10:01:15.389136184Z,-1,anomaly_score,security_metrics
0,2026-04-14T10:01:15.390661115Z,-1,anomaly_score,security_metrics
0,2026-04-14T10:01:15.392257536Z,-1,anomaly_score,security_metrics
0,2026-04-14T10:01:15.567920424Z,-0.5,anomaly_score,security_metrics
0,2026-04-14T10:01:25.585180032Z,-1,anomaly_score,security_metrics
0,2026-04-14T10:01:25.586707663Z,-1,anomaly_score,security_metrics
0,2026-04-14T10:01:25.588231405Z,-1,anomaly_score,security_metrics
0,2026-04-14T10:01:25.589685528Z,-1,anomaly_score,security_metrics
0,2026-04-14T10:01:25.591269688Z,-1,anomaly_score,security_metrics
0,2026-04-14T10:01:25.81075761Z,-0.5,anomaly_score,security_metrics
0,2026-04-14T10:01:35.828594391Z,-1,anomaly_score,security_metrics
0,2026-04-14T10:01:35.830178792Z,-1,anomaly_score,security_metrics
0,2026-04-14T10:01:35.83196331Z,-1,anomaly_score,security_metrics
0,2026-04-14T10:01:35.83363233Z,-1,anomaly_score,security_metrics
0,2026-04-14T10:01:35.835130892Z,-1,anomaly_score,security_metrics
0,2026-04-14T10:01:36.028984044Z,-0.5,anomaly_score,security_metrics
0,2026-04-14T10:01:46.045986385Z,-1,anomaly_score,security_metrics
0,2026-04-14T10:01:46.047807633Z,-1,anomaly_score,security_metrics
0,2026-04-14T10:01:46.049468973Z,-1,anomaly_score,security_metrics
0,2026-04-14T10:01:46.050965415Z,-1,anomaly_score,security_metrics
0,2026-04-14T10:01:46.052563986Z,-1,anomaly_score,security_metrics
0,2026-04-14T10:01:46.255294383Z,-0.5,anomaly_score,security_metrics
0,2026-04-14T10:01:56.464994992Z,-0.5,anomaly_score,security_metrics
0,2026-04-14T10:02:06.68779374Z,-0.5,anomaly_score,security_metrics
0,2026-04-14T10:02:16.903122963Z,-0.5,anomaly_score,security_metrics
0,2026-04-14T10:02:27.108818827Z,0.13567953349493433,anomaly_score,security_metrics
0,2026-04-14T10:02:37.326786944Z,0.08890854793938652,anomaly_score,security_metrics
0,2026-04-14T10:02:47.552402249Z,0.15234176771377983,anomaly_score,security_metrics
0,2026-04-14T10:02:57.767571248Z,0.16040761623818944,anomaly_score,security_metrics
0,2026-04-14T10:03:07.990648209Z,0.1690854739939638,anomaly_score,security_metrics
0,2026-04-14T10:03:18.219197619Z,0.0799499005129447,anomaly_score,security_metrics
0,2026-04-14T10:03:28.462052221Z,0.04088211675673903,anomaly_score,security_metrics
0,2026-04-14T10:03:38.498475992Z,-0.95,anomaly_score,security_metrics
0,2026-04-14T10:03:38.706223739Z,0.040713095246376896,anomaly_score,security_metrics
0,2026-04-14T10:03:48.929665305Z,0.03722771575843875,anomaly_score,security_metrics
0,2026-04-14T10:03:59.168693212Z,0.03979725938479728,anomaly_score,security_metrics
0,2026-04-14T10:04:09.395442204Z,0.03700905803435828,anomaly_score,security_metrics
0,2026-04-14T10:04:19.628016221Z,0.04008827465903586,anomaly_score,security_metrics
0,2026-04-14T10:04:29.856602449Z,0.039412290756425605,anomaly_score,security_metrics
0,2026-04-14T10:04:39.896563936Z,-0.95,anomaly_score,security_metrics
0,2026-04-14T10:04:40.112728253Z,0.03663610268371642,anomaly_score,security_metrics
0,2026-04-14T10:04:50.360823293Z,0.0441677774354412,anomaly_score,security_metrics
0,2026-04-14T10:05:00.605108078Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:05:10.846896171Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:05:21.096796155Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:05:31.329946214Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:05:41.355724467Z,-0.95,anomaly_score,security_metrics
0,2026-04-14T10:05:41.570770625Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:05:51.810625441Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:06:02.072182332Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:06:12.309133855Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:06:22.542833785Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:06:32.774042524Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:06:43.019084586Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:06:53.257029137Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:07:03.490727974Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:07:13.735729581Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:07:23.972332899Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:07:34.212559266Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:07:44.449767929Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:07:54.709479227Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:08:04.9483055Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:08:15.1905345Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:08:25.424263066Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:08:35.661188001Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:08:45.908544967Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:08:56.149294796Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:09:06.385230235Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:09:16.625067899Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:09:26.864546469Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:09:37.107164074Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:09:47.348895177Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:09:57.627584157Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:10:07.865391744Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:10:18.100390202Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:10:28.341541374Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:10:38.586823834Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:10:48.829926105Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:10:59.066387268Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:11:09.304003382Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:11:19.538047751Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:11:29.778917712Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:11:40.014883452Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:11:50.286385018Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:12:00.518953522Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:12:10.760556508Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:12:21.035642512Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:12:31.281458558Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:12:41.520084706Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:12:51.767872124Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:13:02.002945259Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:13:12.236556778Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:13:22.482148152Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:13:32.727404116Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:13:42.979733998Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:13:53.216484992Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:14:03.452327947Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:14:13.694373713Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:14:23.942524102Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:14:34.18175922Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:14:44.422808611Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:14:54.660134158Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:15:04.909182473Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:15:15.149750163Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:15:25.403058332Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:15:35.697285406Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:15:45.936860766Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:15:56.173984453Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:16:06.415336995Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:16:16.650750616Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:16:26.898421338Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:16:37.135721353Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:16:47.375243835Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:16:57.611642755Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:17:07.847434144Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:17:18.087974293Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:17:28.32620414Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:17:38.589845037Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:17:48.82966595Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:17:59.063673028Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:18:09.303226475Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:18:19.539251545Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:18:29.796381305Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:18:40.042435677Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:18:50.275300842Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:19:00.532765396Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:19:10.767748506Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:19:21.002959543Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:19:31.269258612Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:19:41.507706479Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:19:51.746742385Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:20:01.985528917Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:20:12.222896805Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:20:22.479389657Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:20:32.727740504Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:20:42.965420533Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:20:53.205844205Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:21:03.444904201Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:21:13.691082636Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:21:23.931432292Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:21:34.189470784Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:21:44.424409383Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:21:54.658159719Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:22:04.901606623Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:22:15.148887224Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:22:25.391122983Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:22:35.635172559Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:22:45.874061496Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:22:56.107718233Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:23:06.34514015Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:23:16.605472223Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:23:26.841223431Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:23:37.081993773Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:23:47.316743088Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:23:57.54956562Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:24:07.781859109Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:24:18.02483829Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:24:28.266233075Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:24:38.510740583Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:24:48.747501246Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:24:58.987537673Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:25:09.247097259Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:25:19.490036865Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:25:29.743013152Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:25:39.98599684Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:25:50.230765958Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:26:00.47439463Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:26:10.717179012Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:26:20.96059681Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:26:31.201211298Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:26:41.437926564Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:26:51.678928577Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:27:01.927272555Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:27:12.187372682Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:27:22.430549982Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:27:32.672129601Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:27:42.912946029Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:27:53.15565628Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:28:03.399012638Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:28:13.642699045Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:28:23.887672386Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:28:34.132095794Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:28:44.371143194Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:28:54.633502555Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:29:04.87050888Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:29:15.106786626Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:29:25.345760661Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:29:35.583172853Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:29:45.818858194Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:29:56.055693526Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:30:06.296520404Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:30:16.539526489Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:30:26.774939778Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:30:37.027008403Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:30:47.289587919Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:30:57.541138518Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:31:07.795010813Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:31:18.042086607Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:31:28.280173913Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:31:38.516564073Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:31:48.756083695Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:31:58.993112327Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:32:09.237081903Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:32:19.477125775Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:32:29.718923441Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:32:39.963277751Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:32:50.222681413Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:33:00.463160287Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:33:10.696448011Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:33:20.932912386Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:33:31.170135393Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:33:41.402513317Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:33:51.649136596Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:34:01.89186517Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:34:12.127087299Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:34:22.366135099Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:34:32.62604132Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:34:42.863053671Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:34:53.10876484Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:35:03.34959263Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:35:13.591606416Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:35:23.831143231Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:35:34.068553202Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:35:44.312963056Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:35:54.556787795Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:36:04.792478949Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:36:15.032761984Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:36:25.293484109Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:36:35.538062293Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:36:45.782993036Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:36:56.030857107Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:37:06.269489482Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:37:16.504876359Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:37:26.738986592Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:37:36.975886423Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:37:47.221251872Z,0.04439300704601434,anomaly_score,security_metrics
0,2026-04-14T10:37:57.45673962Z,0.04439300704601434,anomaly_score,security_metrics
