result,table,_start,_stop,_time,_measurement,location,source,pressure,session_id,flow_rate,pump_rpm,temperature
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:36:58.514381+00:00,pipeline_metrics,pump_station_01,historian_bridge,120.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:36:58.616534+00:00,pipeline_metrics,pump_station_01,historian_bridge,120.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:36:58.717938+00:00,pipeline_metrics,pump_station_01,historian_bridge,120.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:36:58.819688+00:00,pipeline_metrics,pump_station_01,historian_bridge,120.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:09.055690+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:09.139446+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:09.221077+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:09.302602+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:09.384062+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:09.465569+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:09.547060+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:09.628582+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:09.710293+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:09.791760+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:09.873171+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:09.954672+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:10.035941+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:10.117483+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:10.198886+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:10.280335+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:10.361801+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:10.443187+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:10.524511+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:10.606033+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:10.687681+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:10.769251+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:10.850806+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:10.932188+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:11.013726+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:11.095285+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:11.176683+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:11.258084+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:11.339524+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:11.421060+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:11.502428+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:11.583646+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:11.665317+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:11.746897+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:11.828404+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:11.909814+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:11.991265+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:12.072789+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:12.154281+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:12.235798+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:12.317359+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:12.398794+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:12.480253+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:12.561810+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:12.643444+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:12.725120+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:12.806643+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:12.888225+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:12.969608+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:13.051240+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:13.132551+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:13.214085+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:13.295608+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:13.377123+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:13.458595+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:13.540040+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:13.621354+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:13.702870+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:13.784300+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:13.865876+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:13.947386+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:14.028896+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:14.110383+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:14.191720+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:14.273125+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:14.354728+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:14.435918+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:14.517463+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:14.599407+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:14.681113+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:14.762649+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:14.844003+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:14.925555+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:15.006923+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:15.088477+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:15.169848+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:15.251295+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:15.332705+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:15.414274+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:15.495682+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:15.577241+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:15.658771+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:15.740205+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:15.821653+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:15.903090+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:15.984613+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:16.066112+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:16.147605+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:16.229065+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:16.310594+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:16.392235+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:16.473809+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:16.555391+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:16.636958+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:16.718421+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:16.799945+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:16.881497+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:16.962827+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:17.044373+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:17.125897+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:17.207433+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:17.288841+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:17.370395+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:17.451797+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:17.533282+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:17.614790+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:17.696303+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:17.777759+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:17.859234+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:17.940661+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:18.022222+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:18.103617+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:18.185132+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
_result,1,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:37:18.266496+00:00,pipeline_metrics,pump_station_01,historian_bridge,130.0,,,,
