result,table,_start,_stop,_time,_measurement,event_type,kill_chain_stage,layer,mitre_tactic,mitre_technique_id,mitre_technique_name,protocol,purdue_level,service,severity,narrative,source_ip,target_ip,target_service,value,correlation_id,session_id,alert_type,detail,score,delta,live_pressure
_result,7,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:34:11.853263+00:00,security_alerts,MITRE_STEP,Stage 1 - IT Intrusion,Level 2,Attack,T1018,Remote System Discovery,N/A,Level 2,attacker_node,INFO,MITRE ATT&CK: T1018 - Remote System Discovery,172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,8,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:35:31.036527+00:00,security_alerts,MITRE_STEP,Stage 1 - IT Intrusion,Level 2,Attack,T1046,Network Service Discovery,N/A,Level 2,attacker_node,INFO,MITRE ATT&CK: T1046 - Network Service Discovery,172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,9,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:34:11.443458+00:00,security_alerts,MITRE_STEP,Stage 1 - IT Intrusion,Level 2,Attack,T1595,Active Scanning,N/A,Level 2,attacker_node,INFO,MITRE ATT&CK: T1595 - Active Scanning,172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,10,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:34:11.565435+00:00,security_alerts,MITRE_STEP,Stage 1 - IT Intrusion,Level 2,Attack,T1595.002,Active Scanning: Vulnerability Scanning,N/A,Level 2,attacker_node,INFO,MITRE ATT&CK: T1595.002 - Active Scanning: Vulnerability Scanning,172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,11,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:36:33.349265+00:00,security_alerts,MITRE_STEP,Stage 1 - IT Intrusion,Level 2,Credential Access,T1552.004,Unsecured Credentials: API,N/A,Level 2,attacker_node,INFO,MITRE ATT&CK: T1552.004 - Unsecured Credentials: API,172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,12,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:36:33.546684+00:00,security_alerts,MITRE_STEP,Stage 1 - IT Intrusion,Level 2,Discovery,T0887,System Discovery,N/A,Level 2,attacker_node,INFO,MITRE ATT&CK: T0887 - System Discovery,172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,13,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:36:33.883059+00:00,security_alerts,MITRE_STEP,Stage 1 - IT Intrusion,Level 2,Discovery,T1005,Data from Local System,N/A,Level 2,attacker_node,INFO,MITRE ATT&CK: T1005 - Data from Local System,172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,14,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:36:57.392579+00:00,security_alerts,MITRE_STEP,Stage 1 - IT Intrusion,Level 2,Impact,T0822,Loss of View,N/A,Level 2,attacker_node,INFO,MITRE ATT&CK: T0822 - Loss of View,172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,15,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:36:33.361892+00:00,security_alerts,MITRE_STEP,Stage 1 - IT Intrusion,Level 2,Initial Access,T0890,Valid Accounts,N/A,Level 2,attacker_node,INFO,MITRE ATT&CK: T0890 - Valid Accounts,172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,16,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:36:34.075061+00:00,security_alerts,MITRE_STEP,Stage 1 - IT Intrusion,Level 2,Privilege Escalation,T1078.001,Valid Accounts: Default Accounts,N/A,Level 2,attacker_node,INFO,MITRE ATT&CK: T1078.001 - Valid Accounts: Default Accounts,172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,17,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:36:31.841616+00:00,security_alerts,MITRE_STEP,Stage 1 - IT Intrusion,Level 2,Reconnaissance,T1596,Search Open Technical Databases,N/A,Level 2,attacker_node,INFO,MITRE ATT&CK: T1596 - Search Open Technical Databases,172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,18,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:34:20.473077+00:00,security_alerts,kill_chain_completed,Stage 1 - IT Intrusion,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Kill chain execution completed,172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,18,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:34:50.836852+00:00,security_alerts,kill_chain_completed,Stage 1 - IT Intrusion,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Kill chain execution completed,172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,18,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:35:35.408534+00:00,security_alerts,kill_chain_completed,Stage 1 - IT Intrusion,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Kill chain execution completed,172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,18,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:35:45.927747+00:00,security_alerts,kill_chain_completed,Stage 1 - IT Intrusion,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Kill chain execution completed,172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,18,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:36:21.705290+00:00,security_alerts,kill_chain_completed,Stage 1 - IT Intrusion,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Kill chain execution completed,172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,18,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:36:34.603657+00:00,security_alerts,kill_chain_completed,Stage 1 - IT Intrusion,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Kill chain execution completed,172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,18,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:36:47.231550+00:00,security_alerts,kill_chain_completed,Stage 1 - IT Intrusion,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Kill chain execution completed,172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,18,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:36:58.935720+00:00,security_alerts,kill_chain_completed,Stage 1 - IT Intrusion,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Kill chain execution completed,172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,19,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:34:11.437005+00:00,security_alerts,kill_chain_phase,Stage 1 - IT Intrusion,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Kill Chain Phase: Reconnaissance,172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,19,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:34:30.631463+00:00,security_alerts,kill_chain_phase,Stage 1 - IT Intrusion,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Kill Chain Phase: Discovery,172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,19,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:35:00.995334+00:00,security_alerts,kill_chain_phase,Stage 1 - IT Intrusion,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Kill Chain Phase: Discovery,172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,19,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:35:45.563987+00:00,security_alerts,kill_chain_phase,Stage 1 - IT Intrusion,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Kill Chain Phase: Execution,172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,19,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:35:56.101531+00:00,security_alerts,kill_chain_phase,Stage 1 - IT Intrusion,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Kill Chain Phase: Delivery / Actions on Objectives,172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,19,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:36:31.836110+00:00,security_alerts,kill_chain_phase,Stage 1 - IT Intrusion,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Kill Chain Phase: Lateral Movement & Privilege Escalation,172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,19,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:36:44.768167+00:00,security_alerts,kill_chain_phase,Stage 1 - IT Intrusion,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Kill Chain Phase: Actions on Objectives,172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,19,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:36:57.386712+00:00,security_alerts,kill_chain_phase,Stage 1 - IT Intrusion,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Kill Chain Phase: Actions on Objectives,172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,20,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:34:11.423248+00:00,security_alerts,kill_chain_started,Stage 1 - IT Intrusion,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Kill chain execution started,172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,20,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:34:30.619030+00:00,security_alerts,kill_chain_started,Stage 1 - IT Intrusion,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Kill chain execution started,172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,20,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:35:00.981540+00:00,security_alerts,kill_chain_started,Stage 1 - IT Intrusion,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Kill chain execution started,172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,20,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:35:45.550208+00:00,security_alerts,kill_chain_started,Stage 1 - IT Intrusion,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Kill chain execution started,172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,20,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:35:56.087504+00:00,security_alerts,kill_chain_started,Stage 1 - IT Intrusion,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Kill chain execution started,172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,20,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:36:31.824429+00:00,security_alerts,kill_chain_started,Stage 1 - IT Intrusion,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Kill chain execution started,172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,20,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:36:44.755734+00:00,security_alerts,kill_chain_started,Stage 1 - IT Intrusion,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Kill chain execution started,172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,20,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:36:57.373298+00:00,security_alerts,kill_chain_started,Stage 1 - IT Intrusion,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Kill chain execution started,172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,21,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:34:20.140096+00:00,security_alerts,phase_completed,Stage 1 - IT Intrusion,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Phase 1 completed (phase1_recon),172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,21,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:34:50.830008+00:00,security_alerts,phase_completed,Stage 1 - IT Intrusion,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Phase 2 completed (phase2_info_gathering),172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,22,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:35:35.062889+00:00,security_alerts,phase_completed,Stage 2 - OT Network Access,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Phase 3 completed (phase3_vuln_scan),172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,22,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:35:45.591284+00:00,security_alerts,phase_completed,Stage 2 - OT Network Access,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Phase 4 completed (phase4_exploit),172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,23,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:36:21.381333+00:00,security_alerts,phase_completed,Stage 3 - Discovery & Pivot,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Phase 5 completed (phase5_payload),172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,23,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:36:34.277121+00:00,security_alerts,phase_completed,Stage 3 - Discovery & Pivot,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Phase 6 completed (phase6_lateral_movement),172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,24,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:36:46.799134+00:00,security_alerts,phase_completed,Stage 4 - OT Exploitation,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Phase 7 completed (phase7_privesc),172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,24,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:36:58.927606+00:00,security_alerts,phase_completed,Stage 4 - OT Exploitation,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Phase 8 completed (phase8_replay),172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,25,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:34:11.430510+00:00,security_alerts,phase_started,Stage 1 - IT Intrusion,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Phase 1 started (phase1_recon),172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,25,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:34:30.625279+00:00,security_alerts,phase_started,Stage 1 - IT Intrusion,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Phase 2 started (phase2_info_gathering),172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,26,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:35:00.989014+00:00,security_alerts,phase_started,Stage 2 - OT Network Access,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Phase 3 started (phase3_vuln_scan),172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,26,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:35:45.557985+00:00,security_alerts,phase_started,Stage 2 - OT Network Access,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Phase 4 started (phase4_exploit),172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,27,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:35:56.095290+00:00,security_alerts,phase_started,Stage 3 - Discovery & Pivot,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Phase 5 started (phase5_payload),172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,27,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:36:31.830159+00:00,security_alerts,phase_started,Stage 3 - Discovery & Pivot,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Phase 6 started (phase6_lateral_movement),172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,28,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:36:44.762019+00:00,security_alerts,phase_started,Stage 4 - OT Exploitation,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Phase 7 started (phase7_privesc),172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,28,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:36:57.380730+00:00,security_alerts,phase_started,Stage 4 - OT Exploitation,Level 2,Attack,T0000,Unknown Technique,N/A,Level 2,attacker_node,INFO,Phase 8 started (phase8_replay),172.28.0.50,unknown,unknown,1.0,,,,,,,
_result,29,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 23:30:07.443330+00:00,security_alerts,modbus_write,Stage 2 - ICS Impact,Level 2,Impair Process Control,T0855,Unauthorized Command Message,Modbus,Level 2,ics_correlator,INFO,Unauthorized Modbus WRITE from 172.22.0.5 to plc — unapproved PLC command issued.,172.22.0.5,172.22.0.2,plc,1.0,003f768b-2636-424c-82ed-388e07131fbd,003f768b-2636-424c-82ed-388e07131fbd,,,,,
_result,30,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-25 01:18:57.411455+00:00,security_alerts,modbus_write,Stage 2 - ICS Impact,Level 2,Impair Process Control,T0855,Unauthorized Command Message,Modbus,Level 2,ics_correlator,INFO,Unauthorized Modbus WRITE from 172.22.0.2 to plc — unapproved PLC command issued.,172.22.0.2,172.22.0.5,plc,1.0,01d5d2e0-6822-46b2-bd13-135387abc6c5,01d5d2e0-6822-46b2-bd13-135387abc6c5,,,,,
_result,31,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 23:37:27.581996+00:00,security_alerts,modbus_write,Stage 2 - ICS Impact,Level 2,Impair Process Control,T0855,Unauthorized Command Message,Modbus,Level 2,ics_correlator,INFO,Unauthorized Modbus WRITE from 172.22.0.5 to plc — unapproved PLC command issued.,172.22.0.5,172.22.0.2,plc,1.0,02337457-bc53-4b3a-9fc8-da86637353a9,02337457-bc53-4b3a-9fc8-da86637353a9,,,,,
_result,32,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 22:56:55.303766+00:00,security_alerts,modbus_write,Stage 2 - ICS Impact,Level 2,Impair Process Control,T0855,Unauthorized Command Message,Modbus,Level 2,ics_correlator,INFO,Unauthorized Modbus WRITE from 172.22.0.5 to plc — unapproved PLC command issued.,172.22.0.5,172.22.0.2,plc,1.0,02845cf0-2b3e-4104-a483-053efc22c492,02845cf0-2b3e-4104-a483-053efc22c492,,,,,
_result,33,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-25 02:44:12.278619+00:00,security_alerts,modbus_write,Stage 2 - ICS Impact,Level 2,Impair Process Control,T0855,Unauthorized Command Message,Modbus,Level 2,ics_correlator,INFO,Unauthorized Modbus WRITE from 172.22.0.2 to plc — unapproved PLC command issued.,172.22.0.2,172.22.0.5,plc,1.0,02cebdff-020d-4620-a955-f05b072461b0,02cebdff-020d-4620-a955-f05b072461b0,,,,,
_result,34,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:47:32.170702+00:00,security_alerts,modbus_write,Stage 2 - ICS Impact,Level 2,Impair Process Control,T0855,Unauthorized Command Message,Modbus,Level 2,ics_correlator,INFO,Unauthorized Modbus WRITE from 172.22.0.5 to plc — unapproved PLC command issued.,172.22.0.5,172.22.0.2,plc,1.0,03dbc94c-3bc8-434e-aa6b-21bb9d98843f,03dbc94c-3bc8-434e-aa6b-21bb9d98843f,,,,,
_result,35,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 23:37:31.584861+00:00,security_alerts,modbus_write,Stage 2 - ICS Impact,Level 2,Impair Process Control,T0855,Unauthorized Command Message,Modbus,Level 2,ics_correlator,INFO,Unauthorized Modbus WRITE from 172.22.0.5 to plc — unapproved PLC command issued.,172.22.0.5,172.22.0.2,plc,1.0,04497fc2-a27f-462e-b051-2ac462e34e51,04497fc2-a27f-462e-b051-2ac462e34e51,,,,,
_result,36,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-25 02:12:35.765949+00:00,security_alerts,modbus_write,Stage 2 - ICS Impact,Level 2,Impair Process Control,T0855,Unauthorized Command Message,Modbus,Level 2,ics_correlator,INFO,Unauthorized Modbus WRITE from 172.22.0.5 to plc — unapproved PLC command issued.,172.22.0.5,172.22.0.2,plc,1.0,04659eb3-6540-4ab7-8b6c-91d361b9c33d,04659eb3-6540-4ab7-8b6c-91d361b9c33d,,,,,
_result,37,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 23:52:26.826390+00:00,security_alerts,modbus_write,Stage 2 - ICS Impact,Level 2,Impair Process Control,T0855,Unauthorized Command Message,Modbus,Level 2,ics_correlator,INFO,Unauthorized Modbus WRITE from 172.22.0.2 to plc — unapproved PLC command issued.,172.22.0.2,172.22.0.5,plc,1.0,04d26167-b77f-4488-a395-181e235e24af,04d26167-b77f-4488-a395-181e235e24af,,,,,
_result,38,2026-07-24 20:29:11.255273+00:00,2026-07-25 02:56:34.423623+00:00,2026-07-24 21:47:32.167014+00:00,security_alerts,modbus_write,Stage 2 - ICS Impact,Level 2,Impair Process Control,T0855,Unauthorized Command Message,Modbus,Level 2,ics_correlator,INFO,Unauthorized Modbus WRITE from 172.22.0.2 to plc — unapproved PLC command issued.,172.22.0.2,172.22.0.5,plc,1.0,05789e0e-718a-4928-a2de-a90b912ab7cb,05789e0e-718a-4928-a2de-a90b912ab7cb,,,,,
